Datum;Beschreibung;Typ;Total;Zürich_Ja;Zürich_Nein;Ticino_Ja;Ticino_Nein;Französische_Schweiz;Alpen_und_Voralpen;Westmittelland;Ostmittelland;Italienische_Schweiz;Alter_15-29;Alter_30-59;Alter_60++;Alter_15-64;Alter_65++;Männlich;Weiblich;Städtisch;Ländlich;D-CH;W-CH;I-CH
14.03.2020;Distanz;Mean;36301.4;29969;37892.3;100586.3;33203.6;32860;33597.2;32887.9;33461.5;100586.3;38512.2;38469.8;25672.4;37906.8;23366.9;41252.6;29961.6;37237.1;35032.1;33318.4;32860;100586.3
14.03.2020;Radius;Mean;12638.5;11707.8;12872.3;8207.7;12852;12571.9;13008.4;12841.2;12983.4;8207.7;15084.8;12333.9;10738;12949.9;10129.8;13077.1;12076.9;12400.9;12960.8;12945.6;12571.9;8207.7
14.03.2020;Distanz;Median;13977.4;9933;14870;9450.9;14140.8;14891;15707.4;15263.7;11392;9450.9;20116.6;14225.3;8070.3;15103.4;6950;14931.1;12888.8;11269.9;19010.6;13936.9;14891;9450.9
14.03.2020;Radius;Median;4426.2;3461.8;4700.9;2124.1;4569.6;4636.1;5142.4;4865.2;3883.1;2124.1;6985.8;4277.5;2743.8;4818.9;2105.6;4704.3;4105.7;3330.4;6087.3;4539.2;4636.1;2124.1
15.03.2020;Distanz;Mean;29012.6;34501.8;27636.7;18023.6;29540.8;26356.4;29276.9;29208.7;32576;18023.6;32782;29270.1;23466.2;30038.6;20738.4;28927.6;29121;26626.8;32265.1;30631.3;26356.4;18023.6
15.03.2020;Radius;Mean;12012.2;13412.2;11661.3;8634.9;12174.6;10975.4;12255.1;12605.1;12789.8;8634.9;15030.7;11581.3;9859.3;12419.4;8728.8;12101.5;11898.2;11627.3;12537;12585.2;10975.4;8634.9
15.03.2020;Distanz;Median;9725.9;9369.9;9839.5;2621;10099.3;8542.9;10974.8;11680.6;9703.8;2621;13119.1;9637.3;6929.6;10158.3;6468.9;10011.2;9439.7;8326.1;11833.6;10668.1;8542.9;2621
15.03.2020;Radius;Median;2829.3;2800.9;2835.7;644.2;2955.2;2322.8;3349.1;3432.9;2807.3;644.2;4650.5;2609.2;2098.2;2989.4;1769.2;2918.9;2731.1;2317.2;3606.7;3177.1;2322.8;644.2
16.03.2020;Distanz;Mean;35870;28972.1;37566;20168.5;36625.8;30677.3;62248.2;27969.2;30954.2;20168.5;60210.5;31043.9;24634.3;37825.8;19807.2;39332.5;31561.1;31349.2;41966.3;38614.9;30677.3;20168.5
16.03.2020;Radius;Mean;11196.9;10802.3;11293.9;9205.5;11292.7;10870.4;12270.6;10393.4;11659.1;9205.5;12640;11293.8;9146.7;11665.9;7344.5;12156.1;10003.1;10264;12454.8;11433.9;10870.4;9205.5
16.03.2020;Distanz;Median;14863.5;14904.1;14863.5;8345.5;15533.5;12397.6;16846.9;14591.6;16941.6;8345.5;18245.1;15690.9;9734.8;16163.8;7464.7;16962.3;11893.7;11308.6;21788.8;16172.4;12397.6;8345.5
16.03.2020;Radius;Median;4571.6;4785;4478.6;2171;4745.1;4042.6;5076.7;4334.9;5762.9;2171;5903.2;4838.4;2834.1;5113.7;2201.4;5398.8;3704.7;3346.1;6931.8;5123.8;4042.6;2171
17.03.2020;Distanz;Mean;31361.1;54560.5;25406.9;18745.4;31957.8;24622.7;26046.3;25885.4;45884.2;18581.5;24970.6;36314.2;21015.5;32863.3;18572.8;39892.1;20662.8;34126.3;27708.3;34382.6;24622.7;18581.5
17.03.2020;Radius;Mean;9261.2;8587.9;9434;7490.5;9344.9;8925.9;9491;9991.8;9121.9;7425.1;9623.1;9443.3;8144.3;9487.9;7331.1;10302.1;7955.8;8772.2;9907.1;9487.6;8925.9;7425.1
17.03.2020;Distanz;Median;10366.2;9472.6;10745.9;12082.1;10361.7;8655.6;9876.4;12584.4;10526.9;11168.8;11414.5;12082.1;6346.6;11754.9;5072.3;12207.8;8810.5;8852.3;13238.3;10911.5;8655.6;11168.8
17.03.2020;Radius;Median;3106.2;3066.4;3109.6;3142.3;3106;2293.6;2991.5;3877;3276.8;3094.1;3435.6;3495.1;1760.1;3431.6;1375.6;3592.6;2519.5;2612.2;4033.1;3358.3;2293.6;3094.1
18.03.2020;Distanz;Mean;25260.2;24570;25431.4;19150.5;25549.3;21134.3;26365.1;29680.9;25325.6;19150.5;26795.5;26137.5;20074.8;26514.2;14679.4;28930.1;20525;21805;29888.8;26985.1;21134.3;19150.5
18.03.2020;Radius;Mean;8736.3;8417.1;8815.4;8621.4;8741.7;7434.5;9432.6;9581.1;8668.2;8621.4;10332.3;8680.1;6972.7;9179.9;4993.3;9556.7;7677.7;8104.3;9582.8;9166.8;7434.5;8621.4
18.03.2020;Distanz;Median;9704;9667.9;9783.1;8219.6;9840.2;6974;11426.9;10007.4;10494.2;8219.6;12619.9;10034.2;7353.8;10901.3;5201;11426.9;7585.5;7678.9;13884.9;10891.4;6974;8219.6
18.03.2020;Radius;Median;2781.1;2851.2;2773.1;2220.4;2804;1868.6;3389.6;3046.1;3159.3;2220.4;3779.1;2891.4;1962;3132;1477.8;3323.5;2124.8;2104.1;4344;3180.9;1868.6;2220.4
19.03.2020;Distanz;Mean;22711.3;22797;22689.2;12099;23188;20634.1;24684;25117.7;22712.8;12099;22569.8;23440.7;20238;23288.9;17944.9;26020.9;18511.7;20358.9;25867.1;24000.7;20634.1;12099
19.03.2020;Radius;Mean;8551.6;8622.8;8533.3;4341.5;8740.8;7759.8;9161.7;9643.4;8534.6;4341.5;8888.8;8782.5;7317.7;8805.8;6454.2;9494.6;7355.1;7675.9;9726.4;9052.9;7759.8;4341.5
19.03.2020;Distanz;Median;8612.8;8674.9;8598.3;2521.8;8966.7;5938.7;9604.5;10682.4;9764.8;2521.8;8979.8;9005;7074.7;9011.6;5580.8;9836.1;7020.4;6453.6;12858.4;9923.2;5938.7;2521.8
19.03.2020;Radius;Median;2432;2401.1;2453.8;734;2592.4;1842.3;2682.9;3260;2604;734;2636.6;2619.4;2005.1;2620.3;1660.3;2925.7;2053.7;1900.2;4159.8;2920.6;1842.3;734
20.03.2020;Distanz;Mean;24499.8;26133.4;24083.7;17956.9;24816.5;22266.7;22795.4;27899.5;25788;17956.9;25578.9;26223.4;16738.4;25736.9;13999.4;26730.1;21579.5;22796.2;26790.9;25628.5;22266.7;17956.9
20.03.2020;Radius;Mean;8809.1;10521.3;8373;6971.7;8898;7966.1;7810.1;9195.5;10116.2;6971.7;10264.8;9089.1;5997;9237;5177;9749.4;7577.9;8608.2;9079.4;9194.8;7966.1;6971.7
20.03.2020;Distanz;Median;8131.5;8306.3;8051.2;4711.1;8420.5;5805.3;10091.7;8738.1;9134.9;4711.1;9340.2;9035.5;5508.2;9125.4;3680.5;9523.5;6898.3;5996.8;12139.6;9194.1;5805.3;4711.1
20.03.2020;Radius;Median;2347.2;2335.7;2351.7;1146.5;2435.9;1957.2;2697.2;2754.2;2701.3;1146.5;2837.4;2553.3;1603.6;2603.6;1058.1;2704.2;1995;1835.2;3905.1;2742.9;1957.2;1146.5
